,FA_20240213_2H_E.coli_1.9.ser#1,FA_20240213_2H_E.coli_1.9.ser#2,FA_20240213_2H_E.coli_1.9.ser#3,FA_20240213_2H_E.coli_1.9.ser#4,FA_20240213_2H_E.coli_1.9.ser#5,FA_20240213_2H_E.coli_1.9.ser#6,FA_20240213_2H_E.coli_1.9.ser#7,FA_20240213_2H_E.coli_1.9.ser#8,FA_20240213_2H_E.coli_1.9.ser#9,FA_20240213_2H_E.coli_1.9.ser#10,FA_20240213_2H_E.coli_1.9.ser#11,FA_20240213_2H_E.coli_1.9.ser#12,FA_20240213_2H_E.coli_1.9.ser#13,FA_20240213_2H_E.coli_1.9.ser#14,FA_20240213_2H_E.coli_1.9.ser#15,FA_20240213_2H_E.coli_1.9.ser#16,FA_20240213_2H_E.coli_1.9.ser#17,FA_20240213_2H_E.coli_1.9.ser#18,FA_20240213_2H_E.coli_1.9.ser#19,FA_20240213_2H_E.coli_1.9.ser#20,FA_20240213_2H_E.coli_1.9.ser#21,FA_20240213_2H_E.coli_1.9.ser#22,FA_20240213_2H_E.coli_1.9.ser#23,FA_20240213_2H_E.coli_1.9.ser#24,FA_20240213_2H_E.coli_1.9.ser#25,FA_20240213_2H_E.coli_1.9.ser#26,FA_20240213_2H_E.coli_1.9.ser#27,FA_20240213_2H_E.coli_1.9.ser#28,FA_20240213_2H_E.coli_1.9.ser#29,FA_20240213_2H_E.coli_1.9.ser#30,FA_20240213_2H_E.coli_1.9.ser#31,FA_20240213_2H_E.coli_1.9.ser#32,FA_20240213_2H_E.coli_1.9.ser#33,FA_20240213_2H_E.coli_1.9.ser#34,FA_20240213_2H_E.coli_1.9.ser#35,FA_20240213_2H_E.coli_1.9.ser#36,FA_20240213_2H_E.coli_1.9.ser#37,FA_20240213_2H_E.coli_1.9.ser#38,FA_20240213_2H_E.coli_1.9.ser#39,FA_20240213_2H_E.coli_1.9.ser#40,FA_20240213_2H_E.coli_1.9.ser#41,FA_20240213_2H_E.coli_1.9.ser#42,FA_20240213_2H_E.coli_1.9.ser#43,FA_20240213_2H_E.coli_1.9.ser#44,FA_20240213_2H_E.coli_1.9.ser#45,FA_20240213_2H_E.coli_1.9.ser#46,FA_20240213_2H_E.coli_1.9.ser#47,FA_20240213_2H_E.coli_1.9.ser#48,FA_20240213_2H_E.coli_1.9.ser#49,FA_20240213_2H_E.coli_1.9.ser#50,FA_20240213_2H_E.coli_1.9.ser#51,FA_20240213_2H_E.coli_1.9.ser#52,FA_20240213_2H_E.coli_1.9.ser#53,FA_20240213_2H_E.coli_1.9.ser#54,FA_20240213_2H_E.coli_1.9.ser#55,FA_20240213_2H_E.coli_1.9.ser#56,FA_20240213_2H_E.coli_1.9.ser#57,FA_20240213_2H_E.coli_1.9.ser#58,FA_20240213_2H_E.coli_1.9.ser#59,FA_20240213_2H_E.coli_1.9.ser#60,FA_20240213_2H_E.coli_1.9.ser#61,FA_20240213_2H_E.coli_1.9.ser#62,FA_20240213_2H_E.coli_1.9.ser#63,FA_20240213_2H_E.coli_1.9.ser#64,FA_20240213_2H_E.coli_1.9.ser#65,FA_20240213_2H_E.coli_1.9.ser#66,FA_20240213_2H_E.coli_1.9.ser#67,FA_20240213_2H_E.coli_1.9.ser#68,FA_20240213_2H_E.coli_1.9.ser#69,FA_20240213_2H_E.coli_1.9.ser#70,FA_20240213_2H_E.coli_1.9.ser#71,FA_20240213_2H_E.coli_1.9.ser#72,FA_20240213_2H_E.coli_1.9.ser#73,FA_20240213_2H_E.coli_1.9.ser#74,FA_20240213_2H_E.coli_1.9.ser#75,FA_20240213_2H_E.coli_1.9.ser#76,FA_20240213_2H_E.coli_1.9.ser#77,FA_20240213_2H_E.coli_1.9.ser#78,FA_20240213_2H_E.coli_1.9.ser#79,FA_20240213_2H_E.coli_1.9.ser#80,FA_20240213_2H_E.coli_1.9.ser#81,FA_20240213_2H_E.coli_1.9.ser#82,FA_20240213_2H_E.coli_1.9.ser#83,FA_20240213_2H_E.coli_1.9.ser#84,FA_20240213_2H_E.coli_1.9.ser#85,FA_20240213_2H_E.coli_1.9.ser#86,FA_20240213_2H_E.coli_1.9.ser#87,FA_20240213_2H_E.coli_1.9.ser#88,FA_20240213_2H_E.coli_1.9.ser#89,FA_20240213_2H_E.coli_1.9.ser#90,FA_20240213_2H_E.coli_1.9.ser#91,FA_20240213_2H_E.coli_1.9.ser#92,FA_20240213_2H_E.coli_1.9.ser#93,FA_20240213_2H_E.coli_1.9.ser#94,FA_20240213_2H_E.coli_1.9.ser#95,FA_20240213_2H_E.coli_1.9.ser#96,FA_20240213_2H_E.coli_1.9.ser#97,FA_20240213_2H_E.coli_1.9.ser#98,FA_20240213_2H_E.coli_1.9.ser#99,FA_20240213_2H_E.coli_1.9.ser#100,FA_20240213_2H_E.coli_1.9.ser#101,FA_20240213_2H_E.coli_1.9.ser#102,FA_20240213_2H_E.coli_1.9.ser#103,FA_20240213_2H_E.coli_1.9.ser#104,FA_20240213_2H_E.coli_1.9.ser#105,FA_20240213_2H_E.coli_1.9.ser#106,FA_20240213_2H_E.coli_1.9.ser#107,FA_20240213_2H_E.coli_1.9.ser#108,FA_20240213_2H_E.coli_1.9.ser#109,FA_20240213_2H_E.coli_1.9.ser#110,FA_20240213_2H_E.coli_1.9.ser#111,FA_20240213_2H_E.coli_1.9.ser#112,FA_20240213_2H_E.coli_1.9.ser#113,FA_20240213_2H_E.coli_1.9.ser#114,FA_20240213_2H_E.coli_1.9.ser#115,FA_20240213_2H_E.coli_1.9.ser#116,FA_20240213_2H_E.coli_1.9.ser#117,FA_20240213_2H_E.coli_1.9.ser#118,FA_20240213_2H_E.coli_1.9.ser#119,FA_20240213_2H_E.coli_1.9.ser#120,FA_20240213_2H_E.coli_1.9.ser#121,FA_20240213_2H_E.coli_1.9.ser#122,FA_20240213_2H_E.coli_1.9.ser#123,FA_20240213_2H_E.coli_1.9.ser#124,FA_20240213_2H_E.coli_1.9.ser#125,FA_20240213_2H_E.coli_1.9.ser#126,FA_20240213_2H_E.coli_1.9.ser#127,FA_20240213_2H_E.coli_1.9.ser#128,FA_20240213_2H_E.coli_1.9.ser#129,FA_20240213_2H_E.coli_1.9.ser#130
3.88954,-87.0689,172.156,-63.4992,249.537,28.3329,-194.074,-31.9239,-242.055,-14.3380,17.3304,-104.405,129.428,-270.370,-68.1780,163.194,90.5896,-68.2322,166.647,203.640,-41.2079,227.139,-47.7284,61.0376,202.135,40.1207,-71.9829,-60.2219,-55.1170,30.3715,-331.755,154.110,26.4059,-168.081,30.4596,-16.6563,100.675,-56.3729,-32.5444,-34.9528,291.241,-25.7079,227.710,456.630,30.2886,-26.2933,24.4060,29.9609,4.34647,38.4349,67.9490,65.1102,261.265,54.1527,19.0222,87.9096,-86.4101,150.954,43.8705,279.172,-41.9847,-87.5729,-68.5077,-224.121,123.229,-77.7303,-66.0927,-115.028,-19.6963,12.4228,-112.640,-9.79121,205.470,-20.8242,145.690,141.953,-59.2644,-18.9810,84.5574,-124.980,-98.6601,-156.486,-239.542,-170.655,62.2588,-87.3332,-26.7223,-161.730,4.42371,26.2850,279.548,149.447,307.006,-64.7091,63.6517,64.8330,-118.324,-9.75149,-57.8796,-296.004,-29.4271,12.1164,42.2075,200.710,162.206,41.7755,205.978,-169.907,84.4711,282.447,1.28296,100.020,243.812,-68.3832,-42.2347,280.758,-110.895,-77.7506,-74.3749,102.238,26.0062,21.1389,-56.7257,272.560,-59.0229,-42.8067,-231.142,220.620,97.0761,140.799,86.3938
3.89361,-87.2338,150.720,-85.8010,277.032,17.3906,-170.295,-33.5319,-234.034,-27.1977,22.5569,-125.984,131.599,-250.140,-96.6683,148.389,88.4420,-42.5578,186.161,226.409,-85.9921,236.727,-25.0332,52.7191,213.011,45.5654,-72.3961,-81.6355,-42.8698,58.0125,-324.713,140.329,35.3407,-181.572,25.9944,-9.33782,91.8540,-56.5438,-44.0096,-40.2186,285.028,-39.6182,215.832,471.375,43.4997,-3.05885,36.7898,20.2503,-48.1400,67.1931,60.6483,64.5249,240.169,50.4957,24.1794,85.1066,-111.119,133.324,20.6404,269.733,-38.3400,-94.6569,-80.5631,-212.837,130.081,-109.321,-71.1993,-114.299,-10.9206,-5.94748,-114.927,24.5238,210.128,-29.3724,139.902,139.320,-56.0046,-17.2108,111.131,-87.5263,-150.886,-150.898,-239.067,-177.782,36.3879,-111.716,28.1354,-136.684,5.02106,19.7364,288.805,135.154,330.630,-64.4638,49.4674,70.9716,-91.2385,9.95364,-56.6430,-311.039,-38.5145,52.5454,58.8467,182.119,140.777,34.9130,190.900,-159.765,101.995,265.885,29.0853,104.011,256.507,-30.8541,-74.0542,299.223,-122.703,-65.9353,-52.5886,97.7497,32.8205,27.0591,-62.6250,299.756,-39.5834,-52.2043,-222.720,246.119,127.218,136.829,101.679
3.89769,-92.5275,125.650,-107.428,298.682,3.68459,-143.631,-35.5268,-216.909,-46.1698,26.5042,-136.669,126.648,-220.544,-114.424,140.020,86.4634,-19.9266,200.642,249.199,-139.533,247.092,-2.81665,37.2018,222.356,55.6428,-75.0389,-96.1354,-32.6810,75.0661,-309.148,120.064,43.1597,-194.708,23.9189,-5.58236,81.1445,-52.0425,-48.5058,-44.6086,280.001,-58.7553,190.482,489.958,52.6232,23.0074,46.0046,8.18778,-95.4166,96.2394,58.3675,61.4956,218.954,43.5014,33.7742,82.3773,-137.456,120.534,3.52774,254.502,-37.9562,-103.899,-86.5968,-193.701,130.645,-131.473,-61.0332,-106.458,-4.87745,-20.9181,-119.154,64.7750,209.591,-33.4580,140.186,141.420,-52.6351,-13.6635,138.986,-54.6975,-203.951,-149.831,-240.233,-177.504,10.3923,-133.617,85.8059,-100.701,6.81851,18.7516,295.875,113.890,350.398,-57.8011,45.0253,86.3172,-62.6638,27.8287,-55.2802,-320.134,-39.6136,93.1484,77.8611,152.904,121.289,28.6311,177.798,-148.299,125.676,247.926,57.1653,110.402,267.383,12.0574,-108.369,306.541,-130.165,-54.5858,-34.6275,83.3261,40.3298,30.9658,-66.1006,334.232,-23.1940,-49.0151,-201.376,272.174,150.891,137.041,112.787
3.90176,-100.593,99.8805,-125.799,312.834,-14.1848,-113.706,-39.1128,-191.673,-70.8767,29.6579,-135.854,113.138,-184.330,-121.840,136.483,82.3888,-1.71998,208.020,270.356,-199.479,256.234,15.5864,19.1671,232.792,71.3518,-77.0533,-101.002,-29.5958,81.7618,-286.056,95.9828,50.2798,-210.178,25.0054,-5.80733,70.4352,-42.9575,-46.6698,-47.5035,274.793,-84.1844,153.991,507.055,57.1368,46.7223,51.0587,-4.59801,-131.520,122.643,59.8931,55.2672,199.514,35.0135,44.3829,81.0651,-161.985,115.777,-5.41592,234.823,-40.6809,-114.583,-85.3051,-171.350,125.390,-142.190,-38.9698,-93.8289,-0.966623,-34.5965,-125.491,108.594,202.888,-34.0685,147.085,145.764,-50.4508,-9.23954,164.987,-29.7723,-253.650,-152.432,-245.066,-166.645,-13.2363,-151.874,142.814,-57.9823,8.29485,24.7321,297.648,89.2562,364.520,-46.8291,50.2925,109.479,-35.3038,42.0583,-52.0239,-324.281,-31.5420,132.127,97.9750,117.373,104.169,21.9988,168.025,-134.147,153.778,229.289,82.9032,117.671,273.817,57.2900,-143.247,304.329,-130.133,-45.7848,-21.8105,60.0233,45.9505,33.6385,-67.5022,371.020,-9.94076,-34.7894,-168.953,297.738,167.490,139.867,119.464
3.90583,-107.734,76.3596,-140.558,319.773,-35.6793,-79.5773,-44.3484,-160.520,-100.520,33.2094,-125.231,90.5664,-145.324,-122.994,134.661,74.9723,10.4685,207.229,288.452,-261.582,261.760,27.5565,3.08127,245.867,94.1551,-76.4902,-96.2679,-36.6899,80.9812,-258.013,70.9810,57.4302,-228.376,28.6921,-10.8537,60.5731,-28.6891,-41.2865,-48.0625,268.133,-116.212,110.706,517.007,58.9235,63.8953,52.7529,-15.0930,-152.344,143.799,63.9957,46.2104,184.280,28.4716,52.9716,83.8577,-180.618,120.234,-4.82261,212.327,-46.8204,-124.517,-76.2200,-149.478,114.687,-140.766,-11.5704,-80.1271,2.56668,-49.1812,-133.171,151.876,189.510,-33.1338,157.967,150.216,-50.1551,-4.72845,186.158,-14.0818,-297.630,-157.405,-253.025,-143.792,-32.3669,-165.609,197.204,-15.4140,8.08158,36.9796,294.323,65.2280,372.046,-34.6228,63.5394,136.113,-11.1522,51.6346,-46.0544,-324.854,-14.3409,166.676,117.837,80.6907,89.5729,14.8332,163.055,-116.645,183.957,208.783,103.504,123.881,274.546,103.100,-175.961,295.143,-121.282,-41.3432,-15.1378,30.1674,47.7364,35.9522,-67.3101,405.315,-0.590867,-13.2866,-129.384,319.294,176.909,143.777,122.382
3.90990,-110.712,57.6585,-154.294,321.299,-58.2748,-40.9460,-50.2893,-126.111,-133.798,38.7281,-108.192,59.7088,-107.145,-123.015,131.304,64.6777,15.6761,198.895,303.105,-321.269,261.804,32.0924,-7.59518,261.694,124.707,-72.7342,-84.5263,-53.1050,76.1422,-228.984,46.8766,65.3179,-247.642,34.0343,-21.2109,51.2276,-8.43339,-36.8504,-45.4894,259.958,-153.119,65.0738,515.976,61.5870,72.9996,53.7868,-19.7216,-155.981,158.045,69.2508,35.6066,174.471,27.8785,57.4807,92.1368,-190.560,132.475,6.24753,188.256,-56.7129,-130.425,-58.9754,-129.463,98.8425,-128.107,13.7179,-69.0043,7.26870,-65.6299,-141.412,190.867,168.965,-33.5979,168.055,153.621,-51.8374,-0.883063,200.807,-6.86330,-335.353,-163.583,-261.001,-110.129,-46.1706,-174.816,248.219,20.3496,5.41416,53.0303,289.175,45.3689,372.856,-24.6032,82.1698,160.381,9.59369,55.7442,-37.5151,-323.508,9.91987,193.734,136.089,47.8998,78.1562,8.11249,163.645,-96.7730,214.053,185.076,117.437,126.933,270.092,148.955,-203.724,281.396,-103.962,-42.5674,-14.7175,-3.15046,45.4840,38.5264,-64.9278,433.473,3.69543,11.1505,-87.7222,333.139,179.241,147.916,123.104
3.91398,-108.117,46.0625,-171.054,319.583,-78.1644,0.923057,-55.0792,-91.4098,-168.529,47.3003,-88.8625,22.5862,-72.5564,-125.475,124.136,53.4663,14.0997,185.402,314.739,-374.987,255.183,30.3251,-10.8072,279.147,161.898,-66.1129,-69.7843,-73.9995,69.8536,-203.279,24.1180,73.8788,-266.044,40.8824,-36.1205,41.2625,17.4939,-38.1653,-39.6831,251.715,-190.863,20.1106,503.166,68.6079,75.2932,58.1012,-16.1873,-142.561,165.243,73.9249,24.4099,168.599,36.1978,56.3877,103.842,-191.410,149.232,28.3129,163.704,-70.1759,-129.129,-32.5457,-110.589,78.8718,-106.159,31.3408,-62.3301,13.6958,-83.2242,-149.401,224.001,141.655,-38.8368,173.130,156.058,-55.2822,1.88639,209.116,-5.82654,-366.936,-170.419,-264.900,-68.8707,-54.8787,-180.289,294.831,45.6461,0.0532566,70.3457,286.425,31.5065,367.247,-19.5797,103.329,176.755,28.4090,53.9721,-27.2709,-321.419,37.6362,211.205,151.628,23.0253,71.4204,3.55808,169.348,-77.0250,242.341,158.481,124.814,124.993,262.591,193.974,-224.806,264.485,-79.4974,-49.8715,-19.5733,-36.5644,40.7065,41.1194,-58.5894,453.224,2.79572,35.2246,-48.7456,337.862,174.704,152.137,123.813
3.91805,-100.308,43.5573,-193.920,316.155,-91.3280,43.3670,-56.3103,-59.7370,-201.660,58.4908,-70.8448,-17.8499,-43.2979,-131.319,112.347,44.1243,6.42249,170.350,323.884,-420.836,240.999,24.9435,-6.03637,296.633,203.190,-57.0272,-55.8767,-92.5368,63.9830,-184.100,2.51550,81.7711,-282.840,50.4272,-53.1086,29.7521,46.7382,-48.3587,-31.6614,245.507,-224.242,-22.2691,480.532,81.5021,73.8126,69.4236,-5.26806,-114.043,166.574,76.1062,12.2491,162.774,54.4871,47.9863,114.112,-184.846,167.024,60.8961,139.872,-85.5077,-118.910,3.98660,-91.5811,56.8834,-76.9129,39.3509,-59.7799,21.3698,-100.175,-155.891,252.130,109.774,-51.7498,171.817,158.154,-60.3648,3.72453,212.473,-7.95775,-391.664,-178.266,-261.948,-24.4500,-59.2241,-182.995,334.421,60.6721,-8.24055,87.8047,289.085,22.8805,355.973,-20.9238,124.143,181.691,47.5690,46.6996,-16.6250,-318.243,65.4324,218.688,163.953,8.30265,71.0653,2.70175,178.397,-60.4745,267.272,131.219,126.451,116.835,254.935,235.731,-239.096,244.740,-49.3340,-62.1639,-27.6898,-66.7584,35.5670,42.0384,-46.3585,463.722,-1.26157,57.2232,-16.0187,334.910,163.911,156.155,126.752
3.92212,-88.6862,51.3817,-223.245,311.633,-94.6502,83.2997,-51.7218,-34.4023,-229.974,70.2551,-56.3640,-58.2962,-19.8891,-139.403,96.6524,39.1695,-7.18572,157.787,330.721,-458.447,218.198,18.4298,5.90951,313.181,245.902,-45.0241,-44.7396,-102.633,60.3752,-172.598,-18.1088,86.8921,-298.277,64.4509,-68.0854,17.0322,75.4329,-67.2570,-23.1527,242.806,-248.613,-60.2158,451.530,99.1295,72.1789,89.7712,8.89840,-74.2803,163.510,74.1393,-2.19047,152.761,82.4043,30.5661,118.275,-173.511,183.466,101.711,118.160,-98.8563,-100.148,49.5565,-72.1054,35.2240,-42.1445,39.1197,-60.1741,29.0901,-114.845,-159.416,277.151,76.8541,-73.6112,165.626,159.952,-66.9985,5.11402,212.125,-10.5085,-407.529,-188.072,-252.081,17.9601,-60.3156,-183.362,362.873,68.0786,-19.7347,105.519,297.566,16.8010,340.821,-28.1290,141.943,174.547,69.1479,34.8390,-6.93874,-311.773,91.6752,217.462,173.090,4.19894,77.5591,6.06117,187.689,-49.6131,287.434,106.303,122.725,102.057,249.658,270.828,-247.507,222.165,-14.5815,-76.5789,-36.1670,-90.5883,31.8718,39.0097,-27.3728,465.423,-4.66254,76.4910,8.33176,327.429,148.119,158.835,133.516
3.92619,-75.3605,69.4262,-256.245,305.987,-86.8638,118.182,-39.9306,-17.9459,-250.881,80.2091,-46.3828,-95.5452,-1.70578,-147.741,79.1323,39.6659,-27.0590,151.305,334.850,-488.404,185.808,11.5146,23.4026,328.939,288.005,-28.2666,-35.5321,-100.975,60.9910,-168.015,-37.8580,87.7662,-312.428,83.7538,-76.1962,4.94086,99.7876,-91.2627,-15.3110,243.654,-260.768,-91.9664,419.915,118.564,73.6421,118.695,20.3213,-28.9059,156.888,67.0140,-19.7640,136.234,119.056,3.31215,114.540,-159.816,197.517,146.581,100.209,-105.151,-74.9045,100.269,-53.1869,15.1384,-4.07460,33.3215,-63.0560,35.3359,-126.547,-159.048,300.339,46.2406,-103.328,157.203,160.635,-74.6178,6.30236,208.616,-12.0888,-412.323,-200.478,-237.691,53.2874,-59.7136,-181.029,376.393,70.6446,-34.0770,123.216,309.251,10.5532,324.742,-38.6681,154.576,157.309,94.1377,19.1161,1.24720,-298.995,116.273,209.905,179.179,10.1645,89.3340,12.8540,193.146,-45.5137,301.894,86.3231,113.521,81.2404,248.240,296.632,-250.521,197.041,23.8691,-89.4541,-41.6182,-105.377,30.7328,31.4753,-2.55031,459.551,-3.44236,92.7547,23.4258,318.543,129.079,158.573,144.518
3.93027,-62.8380,96.0438,-287.935,298.907,-69.0278,146.488,-20.9605,-11.3653,-262.708,86.9704,-41.2196,-126.609,12.1904,-154.486,62.5688,44.6650,-52.9172,153.071,335.270,-511.593,143.882,3.40004,44.5908,344.684,327.750,-4.12785,-25.6040,-87.6881,66.8936,-168.575,-57.0348,84.7395,-324.659,107.232,-73.4458,-4.05030,117.491,-115.200,-7.60215,246.629,-258.841,-116.689,389.139,136.941,80.0836,153.492,23.6256,15.4043,146.730,54.4052,-39.8290,113.586,162.743,-32.8772,104.264,-145.051,208.857,190.419,87.5419,-100.398,-45.9364,150.645,-36.8565,-3.68716,34.0887,24.0673,-68.7461,38.7668,-135.298,-154.961,321.641,19.6380,-137.838,148.356,159.312,-82.0667,6.79727,202.367,-13.2576,-405.262,-215.079,-222.357,77.8953,-59.4084,-175.349,373.803,69.8676,-49.9078,138.881,319.465,3.14053,311.049,-48.4789,160.559,133.464,122.238,-0.359914,9.21861,-277.960,139.012,198.592,182.373,25.1652,103.583,21.5442,191.086,-47.6438,310.416,72.7195,99.2483,55.8520,251.181,312.516,-246.989,169.958,64.9171,-98.3697,-41.0538,-109.653,32.4291,21.9799,25.5682,447.446,4.62515,105.778,29.3410,309.972,108.725,154.363,159.185
3.93434,-52.9362,128.601,-312.957,290.243,-44.2787,167.874,3.63042,-13.5542,-264.705,90.3196,-40.8916,-149.012,22.0360,-158.343,49.2814,51.5601,-82.7556,163.446,330.736,-528.693,94.2824,-6.75171,67.8649,361.089,363.214,29.1781,-12.5047,-66.0555,76.7820,-172.364,-76.5457,80.1689,-334.380,132.432,-58.1995,-8.29832,128.121,-134.913,1.70703,249.353,-242.345,-134.937,362.036,152.973,91.0402,190.181,16.3510,52.1415,132.732,36.5693,-60.4939,87.1375,209.856,-74.8073,90.2599,-129.012,217.159,228.474,80.9233,-83.7861,-15.8473,195.629,-25.6812,-22.3099,68.5280,12.8200,-76.9449,38.8010,-140.826,-148.130,340.038,-3.25850,-173.258,139.160,155.728,-88.4789,5.24497,194.291,-15.9605,-387.780,-230.482,-209.407,90.5023,-61.5682,-166.296,357.504,66.0944,-65.2019,148.944,323.755,-4.20404,302.303,-53.5328,158.921,106.664,152.426,-23.7215,19.7662,-249.034,158.166,185.604,183.166,47.6476,117.885,31.0516,179.875,-53.9782,313.172,65.3549,81.5859,27.8402,258.567,319.851,-234.356,141.895,106.757,-103.462,-33.1426,-103.935,36.2087,15.0204,53.8573,430.224,18.9712,115.204,26.8082,301.781,89.1265,146.212,176.701
3.93841,-45.5979,164.324,-327.590,280.366,-16.8597,183.302,31.1453,-21.3551,-257.216,90.5426,-45.1275,-161.497,27.1026,-158.734,40.3988,57.1980,-113.067,181.360,320.388,-539.866,40.6444,-18.7215,91.9523,378.480,392.769,71.3847,4.72655,-41.6644,86.5566,-177.568,-98.0951,77.6914,-342.244,156.978,-31.3867,-7.94943,132.826,-148.374,13.6733,249.087,-212.701,-148.266,340.405,166.960,103.615,224.635,-0.162888,76.4479,115.070,14.5097,-79.6265,60.0397,254.633,-116.878,75.2141,-110.415,221.877,257.114,80.1019,-58.1162,13.0464,231.517,-22.1054,-41.2951,95.8847,1.40194,-85.5653,35.8834,-141.806,-139.274,354.141,-23.7005,-205.812,128.539,150.061,-94.3450,-0.419210,185.705,-22.1562,-363.043,-245.033,-200.915,92.3740,-67.9566,-154.961,332.450,59.5370,-77.8715,149.918,320.127,-8.98825,299.501,-51.8865,149.025,79.7828,183.393,-50.5150,34.9972,-214.884,170.823,172.506,182.566,75.5424,131.131,41.5659,160.306,-61.1759,310.222,62.4720,63.0553,-0.693121,270.623,321.345,-210.539,114.635,146.432,-106.611,-19.1473,-91.0104,40.5716,14.5705,80.2377,408.645,36.6678,120.685,17.0182,293.374,72.3262,134.340,196.231
3.94249,-39.0695,200.637,-330.946,270.169,9.19758,194.714,58.4191,-30.5704,-241.791,87.8087,-53.3864,-164.523,26.2417,-155.943,36.1427,59.2735,-140.493,204.836,304.201,-544.631,-12.5576,-31.1865,115.683,396.742,415.953,120.447,25.3460,-20.7723,90.7498,-181.966,-123.602,81.0553,-350.393,179.791,4.53709,-4.65153,134.020,-154.678,27.2899,243.150,-173.211,-158.404,324.689,179.307,113.669,253.207,-21.9283,86.5296,94.9102,-9.67785,-95.5570,35.7382,290.686,-152.241,61.1133,-88.2929,222.527,274.235,83.9949,-28.4612,38.3251,255.950,-27.5978,-59.9713,114.321,-7.83048,-91.2127,31.0209,-136.213,-128.160,362.555,-42.2850,-232.368,115.609,142.069,-101.446,-12.5311,177.976,-32.8786,-334.695,-257.584,-197.483,87.1627,-79.2344,-143.084,304.212,51.1589,-86.2930,140.420,309.582,-9.39405,301.731,-44.5205,130.557,54.6175,213.215,-79.4507,54.0430,-179.671,174.688,160.579,181.626,106.706,143.341,53.9664,134.684,-65.5418,301.299,61.4612,46.0405,-27.5511,287.840,320.226,-175.918,90.7595,179.803,-109.408,-2.60149,-75.3958,44.1586,22.3728,104.999,383.154,53.9247,122.554,1.82202,284.523,59.8142,118.113,216.381
3.94656,-31.4795,235.016,-324.860,260.690,30.9962,203.981,82.4827,-37.5393,-220.669,81.7883,-64.7815,-160.140,18.6031,-150.800,36.3917,57.0808,-163.315,231.274,282.947,-541.872,-61.4591,-42.4339,137.869,415.043,433.548,173.812,47.0153,-8.21253,85.1900,-182.375,-154.008,92.7277,-361.234,201.275,46.7475,-0.172370,135.285,-152.760,39.6833,229.412,-127.879,-166.556,314.057,189.108,117.606,272.886,-44.5074,83.9556,74.2846,-33.0529,-107.280,17.6816,313.233,-175.153,48.9359,-63.7039,218.930,279.690,90.8116,-0.399418,57.5288,268.356,-42.1270,-76.2887,124.095,-13.1581,-91.0741,24.9018,-122.652,-114.019,364.321,-58.3231,-250.914,100.387,130.469,-111.618,-32.7439,172.440,-48.1578,-305.978,-267.755,-198.748,80.3162,-94.4738,-131.864,277.551,42.6409,-89.6707,122.393,294.771,-5.65591,306.384,-34.0233,103.779,32.1102,238.868,-108.941,72.9774,-147.929,169.621,150.709,180.808,139.349,155.213,68.4620,105.988,-64.8282,286.243,60.2769,32.0816,-50.5334,310.607,319.198,-133.377,72.6628,202.551,-112.017,12.3330,-61.8827,46.2720,37.7623,130.518,354.081,67.4190,122.515,-15.8322,275.360,52.0650,96.2106,234.808
3.95063,-22.3098,265.144,-312.724,252.502,46.8518,211.921,101.284,-40.4523,-195.974,71.6247,-77.8668,-151.330,4.05635,-143.865,40.7381,50.9866,-181.422,257.646,257.687,-530.161,-103.834,-51.2679,157.493,431.750,446.347,229.371,66.2075,-6.13386,69.2905,-175.056,-188.521,112.536,-375.606,222.160,92.4250,5.03934,140.856,-141.494,47.3168,206.883,-79.9626,-173.141,306.564,194.428,113.849,281.498,-64.6143,72.2668,55.4242,-52.9129,-114.563,8.81429,320.464,-183.088,38.2073,-40.1603,211.211,275.428,98.0611,21.0015,69.0495,270.609,-64.3535,-87.3364,127.445,-14.8140,-84.3698,17.4875,-101.372,-96.5756,359.552,-70.4185,-261.015,83.4310,113.256,-125.646,-60.9987,170.321,-66.8335,-279.827,-275.629,-204.048,77.6758,-111.062,-120.994,256.157,35.5064,-88.1176,100.759,278.030,0.531704,310.015,-22.3646,69.9606,12.6010,256.465,-137.563,87.2909,-123.097,157.601,143.315,179.850,171.917,167.910,83.9762,77.6538,-59.1989,265.882,58.5651,21.5681,-67.8270,338.507,319.506,-86.3872,61.3678,212.023,-113.561,22.6738,-53.8048,46.4102,58.3898,159.255,321.552,74.8531,123.432,-32.1817,265.847,48.5186,68.0456,248.744
