,FA_20231109_2H_yeast_1.5.ser#1,FA_20231109_2H_yeast_1.5.ser#2,FA_20231109_2H_yeast_1.5.ser#3,FA_20231109_2H_yeast_1.5.ser#4,FA_20231109_2H_yeast_1.5.ser#5,FA_20231109_2H_yeast_1.5.ser#6,FA_20231109_2H_yeast_1.5.ser#7,FA_20231109_2H_yeast_1.5.ser#8,FA_20231109_2H_yeast_1.5.ser#9,FA_20231109_2H_yeast_1.5.ser#10,FA_20231109_2H_yeast_1.5.ser#11,FA_20231109_2H_yeast_1.5.ser#12,FA_20231109_2H_yeast_1.5.ser#13,FA_20231109_2H_yeast_1.5.ser#14,FA_20231109_2H_yeast_1.5.ser#15,FA_20231109_2H_yeast_1.5.ser#16,FA_20231109_2H_yeast_1.5.ser#17,FA_20231109_2H_yeast_1.5.ser#18,FA_20231109_2H_yeast_1.5.ser#19,FA_20231109_2H_yeast_1.5.ser#20,FA_20231109_2H_yeast_1.5.ser#21,FA_20231109_2H_yeast_1.5.ser#22,FA_20231109_2H_yeast_1.5.ser#23,FA_20231109_2H_yeast_1.5.ser#24,FA_20231109_2H_yeast_1.5.ser#25,FA_20231109_2H_yeast_1.5.ser#26,FA_20231109_2H_yeast_1.5.ser#27,FA_20231109_2H_yeast_1.5.ser#28,FA_20231109_2H_yeast_1.5.ser#29,FA_20231109_2H_yeast_1.5.ser#30,FA_20231109_2H_yeast_1.5.ser#31,FA_20231109_2H_yeast_1.5.ser#32,FA_20231109_2H_yeast_1.5.ser#33,FA_20231109_2H_yeast_1.5.ser#34,FA_20231109_2H_yeast_1.5.ser#35,FA_20231109_2H_yeast_1.5.ser#36,FA_20231109_2H_yeast_1.5.ser#37,FA_20231109_2H_yeast_1.5.ser#38,FA_20231109_2H_yeast_1.5.ser#39,FA_20231109_2H_yeast_1.5.ser#40,FA_20231109_2H_yeast_1.5.ser#41,FA_20231109_2H_yeast_1.5.ser#42,FA_20231109_2H_yeast_1.5.ser#43,FA_20231109_2H_yeast_1.5.ser#44,FA_20231109_2H_yeast_1.5.ser#45,FA_20231109_2H_yeast_1.5.ser#46,FA_20231109_2H_yeast_1.5.ser#47,FA_20231109_2H_yeast_1.5.ser#48,FA_20231109_2H_yeast_1.5.ser#49,FA_20231109_2H_yeast_1.5.ser#50,FA_20231109_2H_yeast_1.5.ser#51,FA_20231109_2H_yeast_1.5.ser#52,FA_20231109_2H_yeast_1.5.ser#53,FA_20231109_2H_yeast_1.5.ser#54,FA_20231109_2H_yeast_1.5.ser#55,FA_20231109_2H_yeast_1.5.ser#56,FA_20231109_2H_yeast_1.5.ser#57,FA_20231109_2H_yeast_1.5.ser#58,FA_20231109_2H_yeast_1.5.ser#59,FA_20231109_2H_yeast_1.5.ser#60,FA_20231109_2H_yeast_1.5.ser#61,FA_20231109_2H_yeast_1.5.ser#62,FA_20231109_2H_yeast_1.5.ser#63,FA_20231109_2H_yeast_1.5.ser#64,FA_20231109_2H_yeast_1.5.ser#65,FA_20231109_2H_yeast_1.5.ser#66,FA_20231109_2H_yeast_1.5.ser#67,FA_20231109_2H_yeast_1.5.ser#68,FA_20231109_2H_yeast_1.5.ser#69,FA_20231109_2H_yeast_1.5.ser#70
-0.814204,323.479,-54.1801,-78.9181,-66.6746,-274.881,-181.287,-161.561,-591.843,-338.105,-609.492,-27.2507,141.578,169.126,365.387,398.466,116.064,212.439,247.931,-349.116,-117.414,-68.9228,-563.517,108.104,329.118,424.134,460.848,354.438,30.8918,-532.343,345.629,256.928,-168.034,-58.1903,-200.737,-349.147,113.508,107.457,170.002,326.613,-310.041,-428.564,38.7470,238.651,-444.595,-101.827,-52.8287,-480.648,19.4028,304.290,147.519,71.3828,-80.7633,312.941,-553.814,157.062,-0.172476,7.29838,17.7903,234.376,225.303,401.905,194.973,-299.326,-487.898,20.7396,105.276,-183.647,-140.703,-28.4896,-497.784
-0.806059,155.802,-53.6305,31.8657,118.602,-266.596,-179.471,-42.5426,-580.320,-309.603,-599.040,-0.0223191,140.593,22.5901,422.556,393.374,98.1284,242.406,165.778,-407.426,-99.8952,-44.0957,-503.977,150.820,414.133,426.896,512.358,274.545,52.1680,-333.992,332.858,92.5318,-196.299,-165.075,-158.106,-297.754,259.824,68.4698,256.042,318.305,-360.900,-463.047,-50.3385,277.164,-402.947,-135.321,-61.6790,-453.452,10.0857,274.177,182.443,148.008,-114.369,306.420,-537.220,167.041,24.1198,-99.9582,-33.0827,243.440,326.693,349.510,136.733,-185.559,-517.747,9.43564,96.5897,-277.875,-69.6429,-72.1582,-555.741
-0.797914,42.9608,-13.9650,150.200,191.992,-261.537,-222.538,75.6593,-519.286,-293.500,-595.579,-43.4222,154.509,-107.359,402.447,307.843,43.9467,243.524,37.5875,-458.016,-80.1230,-10.9325,-448.594,126.014,407.071,463.949,489.007,225.671,73.1187,-167.750,310.586,-110.813,-327.114,-215.169,-86.5617,-223.091,330.585,9.97748,333.905,262.334,-411.007,-468.186,-125.718,254.923,-381.206,-196.058,-75.7143,-442.715,-50.8340,283.915,240.631,182.668,-138.635,249.539,-507.977,151.479,102.018,-147.502,-79.6830,272.908,420.155,304.155,91.7394,-26.6212,-498.506,10.0133,54.8944,-336.339,-4.70852,-106.069,-598.331
-0.789769,-20.0018,50.4063,226.624,171.899,-274.507,-268.543,167.358,-436.218,-268.100,-581.742,-126.516,182.268,-154.707,291.031,191.255,-50.5048,213.549,-119.305,-470.741,-49.2417,48.4658,-391.532,60.5645,301.068,499.384,397.907,215.768,93.0406,-63.1123,264.730,-280.890,-478.576,-202.257,-15.8911,-107.747,312.748,-112.566,361.024,173.643,-412.752,-380.497,-170.185,185.808,-388.942,-271.935,-119.616,-456.091,-169.239,299.552,293.598,201.190,-132.174,156.466,-458.897,153.461,208.659,-118.822,-112.007,295.925,476.114,266.517,108.840,118.678,-419.543,-8.34831,-19.0335,-327.315,43.6593,-112.077,-573.710
-0.781624,-25.1529,105.377,264.243,100.090,-282.839,-296.306,230.788,-364.759,-262.089,-546.488,-212.059,209.120,-104.110,115.304,104.911,-158.901,143.065,-240.815,-446.933,-28.7998,125.332,-297.491,-6.26409,116.886,525.276,290.154,209.292,97.7146,-11.3910,213.031,-361.990,-566.858,-136.162,-21.0735,28.3678,264.522,-269.307,336.894,78.3556,-361.979,-220.468,-172.465,101.342,-413.021,-314.147,-177.013,-457.112,-334.576,316.902,306.511,244.760,-103.368,50.0945,-408.696,189.275,320.651,-24.9389,-133.446,279.746,441.943,255.666,184.821,185.684,-277.486,-43.6698,-97.9210,-281.576,75.4750,-91.3514,-460.703
-0.773479,13.9739,133.383,277.440,43.0892,-267.960,-296.994,280.621,-285.159,-280.202,-474.901,-304.313,233.252,2.64499,-66.5119,67.1048,-240.358,49.3879,-285.242,-400.385,-20.5049,201.057,-150.603,-54.7692,-53.7015,569.853,221.870,202.518,54.1550,-7.96939,187.686,-350.922,-561.594,-47.4857,-135.432,118.103,256.328,-390.508,295.495,6.83005,-322.003,-82.9840,-118.190,33.1471,-422.288,-306.369,-215.791,-435.060,-520.705,352.956,283.318,326.632,-60.4657,-42.5310,-373.890,218.810,424.077,102.476,-149.338,202.285,314.548,273.919,276.717,185.946,-93.8745,-71.6698,-147.711,-232.638,85.7935,-93.4480,-263.319
-0.765334,40.1231,107.860,271.681,27.4403,-263.560,-262.345,331.606,-169.738,-277.076,-363.861,-393.816,234.160,98.0951,-201.322,33.4447,-283.976,-38.3247,-248.717,-355.290,-9.64240,251.662,21.7086,-69.2434,-125.260,618.247,209.864,214.135,-30.6142,-21.0982,210.763,-306.579,-471.092,6.77539,-300.166,131.500,294.024,-435.929,270.656,-27.7423,-334.094,-17.2859,-20.1250,6.84632,-396.379,-263.978,-235.150,-390.565,-699.238,404.732,251.226,423.713,-4.46868,-79.8867,-337.351,201.215,487.779,210.105,-158.667,66.5339,159.128,301.184,385.564,181.063,80.3395,-82.9430,-155.180,-190.481,80.9854,-150.959,-13.8395
-0.757189,13.8149,24.2603,256.491,10.5603,-296.774,-188.643,406.772,-48.1988,-234.416,-238.225,-449.502,198.284,140.064,-273.810,-42.6443,-303.856,-106.570,-134.926,-356.446,2.07051,261.845,184.590,-62.2791,-100.987,636.736,229.256,231.331,-86.6753,-5.96107,281.478,-294.640,-345.830,-0.0285486,-404.476,116.319,338.630,-408.648,284.623,-44.4594,-360.926,4.14979,81.3430,25.6613,-328.169,-210.084,-253.470,-333.199,-824.781,471.660,223.113,479.877,29.1000,-61.5596,-301.578,148.391,482.828,253.655,-181.070,-90.4488,29.5467,317.947,526.275,203.554,192.135,-74.1587,-138.481,-160.631,70.8280,-230.569,201.427
-0.749044,-45.9045,-64.1573,239.109,-29.0335,-328.621,-116.848,520.784,32.6051,-172.618,-142.011,-467.802,162.082,120.087,-297.361,-158.337,-335.007,-157.464,23.7808,-398.782,5.19797,262.621,307.963,-81.8935,-44.0680,625.103,224.586,233.353,-69.7304,13.3741,367.100,-317.484,-248.581,-25.9525,-408.374,116.244,354.476,-327.956,323.718,-78.9240,-360.186,23.4281,164.614,67.7041,-219.863,-168.876,-269.579,-295.164,-858.929,564.015,171.868,491.977,1.13418,-33.5606,-302.070,102.893,419.177,216.478,-219.693,-215.757,-49.6331,309.560,661.577,241.713,203.878,-29.9327,-128.812,-154.933,36.8983,-288.210,307.154
-0.740899,-114.361,-115.612,220.025,-73.0576,-330.758,-98.1458,645.079,46.2848,-121.927,-116.464,-482.366,170.477,46.3816,-277.099,-245.150,-401.810,-216.398,171.923,-415.926,8.89187,270.941,396.462,-124.751,11.8901,593.793,170.043,212.962,-10.3230,-24.1687,431.060,-323.276,-195.001,-46.1892,-345.320,144.850,321.659,-228.985,336.705,-156.197,-339.649,34.4147,242.595,112.212,-92.6384,-164.786,-271.427,-295.170,-782.073,648.171,63.7199,506.276,-79.1093,-18.4693,-354.858,83.7592,325.580,116.533,-226.202,-287.239,-69.3005,250.854,729.734,254.325,117.149,37.5459,-137.906,-155.842,-38.7479,-311.699,320.080
-0.732754,-177.387,-124.338,211.495,-95.2606,-318.247,-106.222,720.680,7.19249,-96.1070,-145.921,-514.285,228.452,-44.0146,-219.753,-240.411,-478.643,-275.410,270.188,-374.841,20.4970,266.745,476.501,-145.908,81.9459,551.889,94.9690,174.182,43.8916,-121.722,474.234,-297.224,-170.893,-90.5425,-244.896,202.208,255.634,-170.079,296.277,-262.468,-319.071,5.26235,320.533,163.727,19.8124,-201.659,-252.101,-324.529,-592.054,656.507,-81.4648,501.479,-162.228,-4.50846,-423.598,77.6064,228.256,11.1769,-179.451,-314.632,-52.6223,137.331,687.177,222.665,-6.82836,101.935,-165.717,-129.324,-152.471,-309.767,301.382
-0.724609,-202.098,-94.0357,221.136,-82.3718,-299.970,-83.6965,695.006,-38.0849,-85.3542,-165.197,-543.317,290.872,-83.7636,-154.949,-159.302,-504.095,-291.028,310.572,-315.794,20.8446,243.983,530.737,-130.764,166.628,497.239,29.8349,112.775,78.5092,-233.490,512.375,-248.338,-158.346,-165.326,-139.801,264.238,201.155,-182.924,241.835,-354.352,-304.702,-56.0538,391.285,257.429,82.8682,-234.954,-214.639,-377.237,-346.664,581.586,-199.329,446.994,-207.640,13.0410,-475.267,72.3782,152.448,-35.0900,-96.0634,-289.078,-22.0921,8.80721,556.043,161.553,-93.0915,141.670,-220.427,-78.2912,-285.492,-301.081,289.934
-0.716464,-141.445,-36.2262,239.530,-52.2008,-274.092,-29.7130,581.210,-69.6948,-69.7801,-166.747,-559.842,305.315,-45.7720,-106.715,-69.4653,-444.358,-252.273,285.791,-263.714,-4.41527,216.263,533.501,-105.780,230.900,397.235,-5.96077,49.6774,96.7714,-316.500,552.653,-184.864,-127.859,-239.373,-45.3802,301.769,167.995,-236.325,224.945,-403.524,-297.085,-108.429,457.423,402.482,97.7965,-204.980,-178.131,-431.009,-134.478,474.582,-263.540,373.931,-230.528,12.6585,-527.638,63.6056,101.908,-29.8820,-7.92693,-193.509,23.4047,-112.783,410.037,90.4825,-93.2766,137.188,-282.151,-1.01262,-420.385,-288.750,296.726
-0.708319,5.40950,31.2589,275.542,-46.7359,-245.389,-0.550391,462.248,-120.479,-49.7037,-195.431,-594.164,272.061,40.7862,-58.1469,-19.0575,-317.456,-179.925,207.210,-206.941,-40.0121,196.185,494.382,-97.0542,236.779,237.537,9.75336,44.8681,81.1525,-334.297,598.660,-104.811,-64.8831,-269.415,59.7955,319.037,117.913,-305.246,259.854,-414.621,-292.335,-113.140,502.584,548.932,88.8509,-120.071,-139.273,-451.022,-5.26695,388.808,-298.594,309.751,-267.820,-12.5302,-588.398,45.5991,55.4251,-38.3158,66.1427,-44.7401,73.9075,-213.622,312.959,56.5161,-18.2999,86.9897,-302.742,113.419,-542.482,-253.095,318.101
-0.700174,180.067,88.5995,357.184,-80.2187,-234.348,-24.8861,371.562,-194.546,-44.7030,-262.740,-661.175,227.324,142.179,8.62955,-9.36219,-174.895,-110.623,132.175,-143.278,-72.3832,202.103,413.014,-91.7896,177.164,65.1128,68.2527,125.387,23.6418,-278.230,656.846,1.08021,24.2517,-230.084,183.557,340.598,39.2104,-381.151,341.969,-418.768,-268.849,-59.6771,517.997,641.743,71.7089,-23.4702,-92.3366,-434.333,47.3073,337.265,-316.722,244.058,-317.519,-45.3442,-641.031,23.6212,17.7410,-64.3902,137.183,97.3555,90.8107,-245.507,283.133,102.319,86.7477,3.72303,-256.599,207.952,-642.184,-208.730,337.058
-0.692029,301.019,136.828,480.135,-144.796,-253.596,-77.6573,269.230,-225.145,-45.1762,-334.041,-727.105,201.982,213.195,90.9096,-21.3671,-53.2077,-63.3100,114.947,-105.408,-94.5461,263.100,297.111,-62.3052,121.093,-60.1053,153.443,240.708,-53.6001,-184.234,697.668,107.159,109.848,-149.822,302.212,364.369,-31.8842,-425.816,454.797,-447.299,-221.128,10.3166,497.334,657.951,47.8952,70.3967,-41.9686,-427.547,76.4725,316.611,-323.541,162.071,-358.297,-79.6683,-684.079,18.1425,-7.95160,-66.2246,235.376,178.629,72.3638,-194.306,288.876,212.836,183.402,-91.7438,-149.607,231.616,-707.982,-192.113,331.651
-0.683884,326.441,175.080,589.391,-228.965,-295.663,-114.359,155.784,-186.860,-17.6409,-365.217,-748.419,210.155,219.666,176.713,-29.9536,25.6670,-43.5629,152.769,-114.618,-108.792,364.094,204.590,-28.8849,126.952,-122.423,282.078,308.325,-123.704,-103.446,693.075,179.442,157.555,-58.3012,391.323,372.879,-64.0959,-391.141,559.600,-483.164,-169.880,40.9480,422.636,613.176,10.1299,180.805,-0.839863,-454.267,127.499,316.005,-321.556,63.2242,-352.456,-130.861,-732.544,52.9252,-23.2512,-34.4360,349.729,202.987,80.9335,-88.4648,290.010,336.315,260.480,-165.922,-20.5105,215.073,-722.558,-195.678,299.995
-0.675739,322.378,178.010,641.608,-310.109,-346.942,-108.726,81.5496,-112.897,28.1085,-343.615,-707.833,249.130,177.278,243.594,-1.14142,45.6144,-67.1441,194.660,-161.532,-117.631,427.370,187.127,-48.2237,180.800,-146.589,426.956,278.865,-172.579,-67.1505,678.638,209.433,177.848,35.3592,448.402,371.912,-68.7147,-278.514,629.061,-472.202,-118.044,18.8768,298.966,530.881,-38.6231,293.767,5.09758,-483.791,211.248,308.235,-300.352,-39.0270,-272.646,-213.027,-782.657,137.248,0.517616,18.2440,414.707,191.754,150.041,51.3486,277.216,431.092,304.568,-171.512,64.7051,184.397,-681.190,-181.795,260.360
-0.667594,369.443,121.664,654.589,-363.678,-414.329,-79.3191,67.3640,-38.4401,56.5469,-274.918,-614.335,310.418,117.103,294.986,86.9536,38.6188,-125.604,222.475,-229.977,-113.667,402.138,232.334,-121.234,260.935,-149.935,511.288,176.187,-202.978,-82.2122,682.521,193.429,201.061,109.038,507.381,375.921,-81.7062,-142.087,670.446,-396.056,-75.9861,-13.8931,147.939,427.183,-71.7786,342.486,-15.6162,-502.077,327.871,292.321,-271.625,-147.171,-133.568,-301.318,-803.052,242.870,57.9021,90.7971,409.774,161.824,223.224,190.558,265.957,471.080,297.243,-99.5857,44.9789,124.374,-589.349,-154.209,201.821
-0.659449,469.366,23.2082,677.601,-379.934,-507.878,-55.1456,112.556,6.91790,66.3779,-165.824,-526.132,379.913,72.9362,334.130,189.862,48.9075,-174.846,239.710,-303.067,-80.1282,310.075,276.152,-203.917,342.413,-139.711,496.628,65.8189,-214.068,-134.164,684.063,131.745,224.288,167.651,590.747,404.991,-128.361,-26.9218,691.434,-263.860,-61.2412,-8.81713,10.0649,319.786,-55.3377,300.616,-23.5422,-547.180,444.004,301.999,-248.378,-246.604,20.6956,-324.898,-770.640,339.030,102.805,175.889,392.918,148.813,229.158,282.855,248.532,450.690,256.115,-17.2124,-84.9362,28.6096,-459.947,-158.042,98.2453
-0.651303,581.859,-78.0036,723.281,-380.112,-607.096,-30.2583,220.611,16.3562,77.9745,-48.7892,-492.530,436.426,56.1550,339.129,243.791,54.8024,-184.469,221.845,-370.996,-17.1568,184.713,255.981,-265.842,397.420,-115.257,397.169,-19.9487,-176.240,-193.883,668.796,49.4293,231.161,215.839,665.315,469.988,-201.372,58.3050,672.988,-88.6145,-59.0650,10.7268,-73.9869,230.990,17.7394,217.172,-17.6244,-631.991,523.423,341.696,-214.446,-322.684,137.832,-244.000,-696.604,414.356,115.248,247.096,405.921,159.647,184.404,311.626,208.036,384.160,220.077,10.9790,-254.303,-70.4848,-304.228,-203.186,-32.4605
-0.643158,647.588,-162.599,756.991,-364.378,-664.490,21.2534,368.571,17.6436,96.2279,28.1292,-488.116,453.233,42.7282,308.083,245.662,14.3317,-158.298,150.651,-434.740,53.1088,59.7680,146.378,-271.488,425.506,-68.2196,244.620,-96.8600,-84.9776,-247.893,646.676,-39.1404,213.023,213.683,680.170,536.628,-265.328,129.747,604.250,108.263,-51.6608,-4.59113,-105.889,175.035,106.422,143.608,-11.8611,-709.801,544.702,369.867,-174.742,-375.594,188.714,-103.610,-618.351,470.143,89.8587,295.530,416.010,157.268,155.567,303.537,169.202,276.283,191.697,-21.9280,-392.982,-152.087,-131.536,-252.064,-137.774
-0.635013,625.808,-231.620,759.880,-307.713,-640.055,112.450,519.967,54.4632,95.7864,47.3556,-462.880,424.735,16.5095,261.575,219.887,-58.6796,-123.859,57.9451,-486.379,106.096,-20.2780,-25.5519,-197.347,430.583,-0.305075,62.0784,-183.419,10.6972,-314.743,625.136,-121.561,187.064,151.276,638.566,561.533,-292.757,191.028,511.407,311.396,-52.9368,-47.2891,-125.261,152.013,152.000,72.0535,2.52251,-738.246,471.782,337.915,-150.460,-390.587,176.553,11.0197,-559.170,515.122,24.9392,338.279,378.034,135.818,177.064,291.125,157.449,151.055,128.072,-94.0581,-469.894,-234.917,24.7617,-278.788,-166.791
-0.626868,526.442,-276.881,729.628,-212.596,-540.443,198.479,647.032,144.867,69.1852,28.7854,-396.593,370.380,-8.91563,208.216,157.856,-105.978,-105.096,-11.4058,-515.017,133.651,-30.0514,-207.486,-69.8271,382.539,82.0552,-123.216,-264.645,79.4902,-392.702,608.356,-151.940,171.075,90.9425,595.650,530.248,-278.753,226.777,444.135,498.879,-80.2609,-80.9575,-184.948,162.011,158.002,-7.84721,34.9970,-708.341,301.756,231.616,-131.795,-360.999,125.679,70.7494,-513.855,536.654,-55.4851,393.310,295.262,122.431,225.586,297.388,166.440,67.5545,8.84582,-174.996,-457.376,-300.826,104.904,-292.414,-82.4415
-0.618723,416.566,-281.045,644.393,-121.237,-411.573,213.647,696.587,234.441,52.4754,-5.70759,-307.445,300.212,-18.1773,167.012,51.3068,-84.7634,-99.7291,-34.7144,-527.564,143.776,23.6592,-352.608,57.0700,272.016,153.760,-282.041,-316.410,123.237,-445.081,597.605,-91.1215,169.009,71.4319,594.434,476.691,-232.105,241.812,417.001,639.670,-130.411,-64.7269,-282.590,163.548,149.896,-58.1579,85.3445,-642.883,94.9516,102.496,-97.9633,-297.839,65.7363,98.2839,-474.206,496.669,-96.1443,430.617,204.946,154.078,237.556,326.213,182.130,47.8907,-142.800,-240.020,-354.523,-298.353,85.9175,-309.216,106.133
-0.610578,380.198,-246.771,465.981,-72.8082,-291.068,173.156,641.450,249.174,49.7840,-44.1533,-218.372,225.645,-11.4818,177.820,-88.4845,2.56907,-102.168,-20.7539,-510.045,128.825,113.445,-445.401,151.072,126.165,201.018,-391.259,-326.489,123.058,-442.738,564.282,51.9399,179.130,83.3746,610.462,440.871,-174.330,257.038,432.126,693.925,-196.230,24.9129,-355.068,105.392,120.892,-41.9360,149.957,-571.163,-73.1200,18.5401,-42.7039,-217.511,11.0598,104.153,-450.258,385.465,-49.6506,386.969,133.789,232.766,184.165,372.393,192.621,49.7143,-293.350,-273.295,-217.645,-220.951,0.0647837,-352.523,320.730
-0.602433,425.115,-174.568,198.083,-78.0524,-200.510,117.561,543.480,167.847,10.2341,-82.4874,-148.696,161.881,14.6131,219.068,-234.400,122.767,-134.959,-19.3229,-469.140,73.9646,209.005,-496.911,214.461,-16.2697,236.571,-434.059,-292.684,66.0676,-380.805,482.986,210.967,169.896,107.119,602.093,427.077,-102.772,279.226,506.361,636.735,-282.731,120.136,-379.143,-12.8490,55.2923,23.0487,211.841,-503.275,-155.923,1.62620,40.8574,-141.051,-32.3367,77.1017,-457.732,257.244,62.5221,242.430,85.3372,312.711,109.352,440.479,184.295,30.7367,-407.122,-262.988,-126.127,-110.218,-109.796,-422.840,474.333
-0.594288,481.908,-74.3913,-80.0913,-123.872,-148.683,47.3657,490.302,25.0037,-89.1606,-139.778,-103.243,119.281,58.3138,220.146,-347.784,242.262,-201.972,-74.9023,-437.951,1.99556,293.568,-508.158,247.720,-125.202,283.690,-414.611,-220.734,5.48929,-284.117,394.529,323.700,119.240,128.658,563.110,421.506,-1.77571,293.082,600.287,517.869,-391.086,109.925,-385.980,-154.089,-31.0559,93.0958,246.655,-436.998,-134.598,-2.59037,152.869,-87.9472,-67.1322,37.3923,-476.335,168.990,181.710,51.9717,67.5769,343.029,71.9378,522.154,164.628,11.0077,-461.018,-220.318,-124.661,11.3313,-194.897,-490.443,534.901
-0.586143,492.419,26.2488,-271.589,-171.943,-130.909,-48.0209,510.086,-122.710,-235.880,-231.230,-73.1199,92.6514,97.9075,151.363,-398.894,331.752,-264.744,-147.178,-410.302,-56.2973,355.249,-486.027,258.433,-177.058,351.122,-356.436,-131.454,2.97856,-189.009,329.797,382.880,58.9009,135.602,485.573,405.563,107.733,283.375,646.159,423.511,-500.061,-40.6726,-379.604,-281.346,-114.061,169.057,225.852,-369.632,-34.4798,-73.8811,268.430,-44.4585,-95.4826,34.0404,-476.141,118.339,270.687,-114.345,96.7265,318.580,97.7078,586.755,163.465,23.5656,-452.312,-195.604,-181.029,150.844,-209.218,-518.647,501.665
-0.577998,427.611,91.4010,-343.399,-204.935,-123.312,-168.051,561.647,-221.223,-393.659,-350.197,-47.2466,56.9587,113.795,38.9235,-393.635,366.831,-301.409,-157.778,-373.350,-97.9422,377.696,-459.882,252.726,-156.592,409.735,-309.858,-38.3308,40.7518,-109.219,250.111,414.076,15.0581,131.200,366.254,369.057,196.599,262.720,630.092,410.627,-587.977,-260.041,-349.599,-376.887,-198.902,278.190,164.562,-304.379,67.7054,-201.342,358.168,0.549757,-113.601,75.8795,-445.672,98.8844,331.722,-215.631,167.823,282.549,172.570,627.012,198.033,59.9405,-399.071,-232.188,-231.696,293.963,-140.731,-489.237,392.095
-0.569853,296.474,107.812,-346.873,-241.939,-108.690,-312.885,590.268,-248.143,-492.969,-461.756,-0.962479,-1.27174,113.868,-65.4062,-371.244,342.419,-329.146,-110.946,-351.698,-141.460,351.975,-444.871,213.719,-84.0173,423.587,-330.000,53.5266,78.1538,-35.3516,150.386,408.876,-30.6450,129.625,230.856,343.020,220.370,250.325,569.023,455.786,-648.471,-438.703,-301.700,-409.211,-292.765,406.848,108.711,-236.472,115.492,-311.584,412.737,26.5530,-127.891,125.348,-386.881,103.884,403.933,-249.064,264.003,280.613,231.758,668.134,260.485,89.8792,-354.686,-304.797,-233.449,413.981,-12.8207,-419.428,248.426
-0.561708,162.149,112.470,-318.536,-288.043,-77.5405,-459.015,570.459,-203.723,-483.938,-532.285,100.081,-82.4153,120.351,-148.373,-364.551,261.071,-367.540,-66.4590,-375.788,-224.919,281.289,-441.154,136.313,-0.885759,397.944,-421.678,126.029,113.486,39.4437,91.3438,326.972,-79.3031,128.342,119.842,352.701,139.258,240.367,504.463,476.394,-697.141,-507.561,-241.811,-349.192,-360.118,517.097,57.2031,-176.997,123.761,-368.747,430.591,29.0398,-134.460,176.877,-343.920,106.367,497.798,-238.406,380.609,310.154,229.651,703.478,351.349,104.363,-327.116,-375.945,-172.696,504.005,131.215,-341.912,116.247
-0.553563,82.9137,151.167,-251.298,-346.882,-32.5852,-555.598,538.888,-108.603,-379.738,-563.679,270.241,-194.854,145.439,-241.682,-364.196,148.537,-402.228,-36.2971,-453.558,-340.700,186.551,-455.496,47.8249,56.5026,342.560,-528.752,166.277,163.401,93.5177,111.078,184.378,-101.956,120.809,69.1057,385.156,-16.7046,216.979,489.664,433.546,-744.158,-475.079,-174.834,-212.975,-350.759,581.463,-15.7769,-163.611,151.125,-356.884,418.927,21.8418,-142.443,238.584,-375.027,81.0680,565.729,-217.165,492.658,334.291,184.503,688.223,474.175,111.954,-261.345,-447.479,-75.7336,587.977,243.869,-294.422,32.6906
-0.545418,73.0793,197.733,-156.093,-417.987,-1.48431,-612.250,527.194,-11.8665,-212.872,-570.638,474.686,-335.529,176.600,-353.757,-331.500,59.3813,-386.958,1.92595,-572.513,-424.981,99.9347,-482.964,-5.47828,75.9669,269.157,-581.201,200.819,210.425,88.6617,178.849,45.6872,-81.6445,110.385,86.8087,412.810,-196.367,173.724,507.219,351.682,-773.462,-386.661,-101.602,-68.3936,-270.802,581.265,-121.135,-200.925,232.158,-281.416,372.922,-3.82865,-181.019,294.237,-489.823,30.4641,569.853,-226.279,548.871,331.269,101.386,596.861,587.817,127.757,-161.145,-511.970,12.9412,669.176,317.483,-278.129,10.0310
-0.537273,107.761,217.152,-60.7614,-469.404,-4.83087,-666.110,515.203,43.4023,-33.2523,-567.780,657.517,-473.989,179.406,-461.838,-254.066,24.8371,-301.977,54.5857,-677.186,-452.161,43.2116,-503.229,6.75071,87.0682,207.407,-542.894,264.967,205.001,28.3217,234.414,-53.5312,-48.7928,99.4252,121.237,428.433,-371.306,102.139,475.119,273.325,-758.250,-283.655,-7.03787,-5.15332,-178.545,530.634,-226.271,-258.207,346.426,-145.386,278.622,-55.3477,-246.017,324.355,-632.515,0.726878,506.279,-272.270,535.123,285.457,-27.8670,477.652,642.955,166.016,-98.3699,-535.523,69.6604,724.956,379.244,-250.097,33.3385
